fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,29,TAMIL NADU,2901,KANCHIPURAM,3364149,268.780918808413,34,1203,4392.08337246,4023,0,3770,3457304,1285665,57760,65287,2530,716.3235,14400.98032966,101670,106831,129277,157378,134,139888,175738,7793,9292.5734572,3023111,55,7.58,72.36,100,NA
2024-2025,Dec,29,TAMIL NADU,2906,TIRUVANNAMALAI,11984096,224.603422708818,31,15939,8327.97351605,9190,0,10916,14233396,3258146,151357,538649,28212,1942.2441,42238.91219975,451619,495674,517529,660596,1071,537800,682160,20106,31968.6945837,11870874,59,19.95,65.48,99.98,NA
2024-2025,Nov,29,TAMIL NADU,2902,TIRUVALLUR,6187873,264.943982993729,32,2837,6544.835566993,7230,0,9663,7458425,2760983,119376,229756,8563,1367.62821,27673.112040593,227081,234344,265915,311711,43,306296,371933,16893,19760.6482636,6788719,42,21.21,61.1,100,NA
2024-2025,Nov,29,TAMIL NADU,2911,COIMBATORE,780438,290.317683803939,35,226,1993.676645799,3744,0,4939,1713361,588835,31826,45413,1886,513.57328,7481.439896199,48749,50281,84148,93717,195,108770,121397,8683,4974.1899704,1568475,68,69.21,8.38,99.93,NA
2024-2025,Nov,29,TAMIL NADU,2914,NAGAPATTINAM,2267173,275.41912743287,27,833,2856.8551294,4175,0,5400,2455536,1162892,83729,1951,255,418.64313,10038.5140844,89878,110269,108632,166788,48,118953,178981,9575,6763.015825,1977312,78,55.45,15.9,100,NA
2024-2025,Nov,29,TAMIL NADU,2919,PUDUKKOTTAI,6290466,273.010573497991,31,1721,8175.683399667,7959,0,10710,7921475,1463460,83782,124,4,1066.24425,30868.391976667,251589,272945,298618,431034,87,332264,474680,18669,21626.464327,7121805,48,36.01,41.11,99.98,NA
2024-2025,Nov,29,TAMIL NADU,2920,MADURAI,5694455,264.760590416832,29,4045,6161.722068244,6212,0,10131,6632128,1324980,67921,15922,669,1110.13846,24831.121778244,227059,244146,274213,321873,252,296277,356304,16343,17559.26125,5898448,70,61.76,18.8,99.97,NA
2024-2025,Nov,29,TAMIL NADU,2925,SIVAGANGAI,4001742,280.189291199941,35,2244,10542.599254859,9535,0,7680,5570372,1086094,46403,434,19,899.39928,27049.584358859,155998,164578,189781,224443,102,201050,236716,17215,15607.585824,5069800,55,62.34,8.91,100,NA
2024-2025,Nov,29,TAMIL NADU,2927,THOOTHUKKUDI,3099421,276.73987864365,35,1935,3313.203047996,2225,0,4247,4333189,1414948,59758,2067,180,893.77145,16198.636477996,123460,131399,153041,180184,233,169199,209282,6472,11991.66198,3824101,28,23.77,57.87,100,NA
2024-2025,Nov,29,TAMIL NADU,2928,KANNIYAKUMARI,740035,283.087019465281,43,444,1000.607752407,2128,1,2337,1150099,95916,4466,3645,237,348.46091,4604.849642407,26185,27259,41288,50403,15,76147,93222,4465,3255.78098,987033,66,69.53,7.47,100,NA
2024-2025,Nov,29,TAMIL NADU,2931,ARIYALUR,3555982,269.242752399411,29,1688,2168.557435959,4656,0,4128,4812848,1025456,57076,61138,3039,362.81027,15489.612129959,164207,204098,181757,255978,30,190894,265949,8784,12958.244424,3847209,61,64.16,21.14,99.96,NA
2024-2025,Nov,29,TAMIL NADU,2932,TIRUPPUR,2766904,275.90455449296,38,608,6963.02949781901,5788,0,4687,3526061,1270113,65463,5371,262,476.50348,17168.095871019,90984,94966,143520,168980,355,176939,227413,10475,9728.5628932,3065145,67,58.46,18.57,100,NA
2024-2025,Nov,29,TAMIL NADU,2934,Ranipet,3026927,272.53236793729,37,1954,3065.707566432,3628,0,5085,5284232,1341728,55296,54511,2219,520.45571,17987.405873332,140162,152387,158988,220010,140,181271,245976,8713,14401.2425969,4769084,59,34.03,49.48,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2937,KALLAKURICHI,6323873,261.973686520974,33,3217,5448.400683,5675,0,8295,8970463,2903862,163088,258014,20256,972.3667,29921.0200021,269219,377768,296423,512238,224,314034,533721,13970,23500.2526191,6755005,60,45.73,37.46,99.99,NA
2024-2025,Dec,29,TAMIL NADU,2910,ERODE,2909282,285.18978964871,33,1790,4080.345526762,4782,0,7819,3189902,836158,48436,36696,3131,585.20806,13762.828390562,94023,97605,147369,170727,458,189233,220985,12601,9097.2748038,2753642,72,49.1,26.11,99.99,NA
2024-2025,Dec,29,TAMIL NADU,2912,THE NILGIRIS,559828,301.61094515019,38,230,774.367252648,1018,0,1925,709337,207934,13262,57624,3804,221.00484,3134.810122648,18312,19244,35013,44301,112,54993,67123,2943,2139.43803,602838,85,14.44,61.09,100,NA
2024-2025,Dec,29,TAMIL NADU,2914,NAGAPATTINAM,2414255,275.472843649852,27,833,2856.8551294,4205,0,5424,2459793,1165060,83731,2009,255,418.64313,10051.5599844,89915,110321,108652,166802,48,118958,178979,9629,6776.061725,1980330,78,55.42,15.87,100,NA
2024-2025,Dec,29,TAMIL NADU,2916,TIRUCHIRAPPALLI,5776752,289.013431502871,31,4962,5970.03333494498,11530,0,9603,8462435,1716742,83720,168296,5147,883.72755,31311.334667145,265054,290212,304640,376068,376,318147,395417,21133,24457.5737822,7396936,66,50.55,23.43,100,NA
2024-2025,Dec,29,TAMIL NADU,2918,PERAMBALUR,2673343,264.124801628624,22,1276,1586.715555941,1589,0,2898,2261541,667795,55638,9811,508,292.5635,7852.569735941,100367,113896,124461,176062,19,141494,195257,4487,5973.29068,1927484,59,36.87,43.03,100,NA
2024-2025,Dec,29,TAMIL NADU,2923,RAMANATHAPURAM,4427151,296.867138670778,34,3871,6588.48739770796,18423,0,11791,6018860,1445336,63742,461,23,808.04525,25264.550110308,174249,187970,200686,246985,703,221970,270108,30214,17868.0174626,5277769,79,60.39,11.21,100,NA
2024-2025,Dec,29,TAMIL NADU,2924,VIRUDHUNAGAR,4666488,273.497899876574,37,3809,11753.6775537,3904,0,4894,6500237,1790277,78468,2136,126,929.72594,30461.4151757,172143,185224,221785,271005,843,244705,295568,8798,17778.011682,5662259,30,20.8,50.97,100,NA
2024-2025,Dec,29,TAMIL NADU,2936,TENKASI,2885386,283.169523933976,25,1660,3043.503625171,3966,0,3776,2540656,756780,63619,688,76,459.03573,10696.902855171,100759,113760,142425,192933,65,162666,215782,7742,7194.3635,2072952,56,22.85,51.02,100,NA
2024-2025,Dec,29,TAMIL NADU,2938,MAYILADUTHURAI,3615856,282.230032939749,29,1260,3466.37230570001,5920,0,6432,4170645,1835918,106767,4401,273,501.18763,15738.372693,141328,194455,153813,233390,131,160448,240806,12352,11770.8127573,3181939,67,33.65,27.64,100,NA
2024-2025,Nov,29,TAMIL NADU,2901,KANCHIPURAM,3159197,276.64653021889,27,1166,4381.69584045999,3708,0,3314,2676091,1004325,57585,54005,2526,651.75552,12436.76425746,98594,103168,128773,156721,32,139322,175013,7022,7403.312897,2338010,52,8.02,69.93,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2906,TIRUVANNAMALAI,11253995,223.538507454109,24,15204,8243.96135765,7985,0,9674,10388565,2380975,150979,438408,28064,1542.96659,33009.37109455,429434,466073,515842,658040,374,536437,679957,17659,23222.4431469,8650953,61,11.04,73.19,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2911,COIMBATORE,780438,295.154594625871,30,220,1984.191815399,2846,0,5095,1417197,488626,31729,38889,1868,427.75947,6594.873345799,47064,48408,83756,93244,52,108594,121143,7941,4182.9220604,1298840,68,69.16,9.11,99.96,NA
2024-2025,Nov,29,TAMIL NADU,2920,MADURAI,5694455,273.779108564281,21,3830,6024.211683044,4619,0,9803,4566723,910263,67724,11444,665,934.19735,19461.142553044,210309,224194,273165,320467,90,294984,354576,14422,12502.73352,4072974,70,54.93,22.45,99.96,NA
2024-2025,Nov,29,TAMIL NADU,2925,SIVAGANGAI,4001742,280.043555090604,30,2171,10196.995324759,8089,0,7911,4615061,916490,46243,334,20,772.51215,23893.688368759,152704,160592,189284,223523,45,200363,235480,16000,12924.180894,4208185,56,60.93,10.16,100,NA
2024-2025,Nov,29,TAMIL NADU,2937,KALLAKURICHI,6323873,259.50849715592,30,3152,5382.9316588,4111,0,8419,8012082,2604476,162934,228759,20073,796.02277,26970.9880179,266350,371289,295620,510822,46,313529,532691,12530,20792.0335891,6034114,58,44.3,39.91,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2938,MAYILADUTHURAI,3395569,283.935811117558,23,1234,3431.95454810001,5213,0,5912,3260896,1435173,106571,3162,272,398.5065,13089.3125554,138311,188771,153585,232810,34,160108,240101,11125,9258.8515073,2491914,66,30.99,26.25,100,NA
2024-2025,Nov,29,TAMIL NADU,2905,VELLORE,2920768,261.510161053848,27,1472,3115.67570826801,3007,0,5219,2883756,725401,38103,49872,4546,542.65248,11199.643148268,106098,112060,132501,154424,21,143708,181640,8226,7541.31496,2554381,72,39.68,41.89,99.97,NA
2024-2025,Nov,29,TAMIL NADU,2906,TIRUVANNAMALAI,11253995,225.270211271074,25,15412,8243.96135765,8669,0,9774,11166744,2545950,151013,461399,28087,1739.36824,35138.67739855,434176,472320,516060,658330,425,536528,680113,18443,25155.3478009,9296207,62,11.88,72.55,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2909,DHARMAPURI,5228992,269.897333669898,20,1767,6879.82706876601,5484,0,8769,3426785,455192,38152,152033,8394,664.31741,16792.945824366,168112,177003,241367,275635,57,273623,310089,14253,9248.8013456,3177325,72,23.06,45.68,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2911,COIMBATORE,780438,291.683176157827,31,223,1984.191815399,3443,0,4737,1510265,519474,31742,41087,1874,456.37812,6845.758855799,47609,49020,83872,93359,105,108610,121146,8180,4405.1889204,1383405,68,69.43,8.89,99.97,NA
2024-2025,Nov,29,TAMIL NADU,2919,PUDUKKOTTAI,6290466,273.172582038196,27,1693,8065.687214667,7543,0,9859,6940060,1292818,83745,114,4,938.67474,27962.703051667,248211,268586,298412,430756,30,332328,474711,17402,18958.341097,6241543,49,34.01,43.51,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2920,MADURAI,5694455,270.427463583537,24,3915,6023.741999444,4955,0,9916,5230876,1046171,67775,12623,666,943.66404,21113.131329444,217516,232738,273430,320755,130,295088,354695,14871,14145.72529,4658512,70,57.53,21.4,99.98,NA
2024-2025,Nov,29,TAMIL NADU,2921,THENI,1350545,278.85998495774,21,822,3695.94918747,1843,0,2077,1041067,225333,25964,679,178,324.05993,6923.12839707,48748,52513,87454,105427,31,111566,131640,3920,2903.1192796,878044,54,27.43,44.27,100,NA
2024-2025,Nov,29,TAMIL NADU,2928,KANNIYAKUMARI,740035,284.225028207341,36,429,993.089592407,1996,1,2113,934154,79231,4450,2922,231,296.86984,3945.058902407,25366,26301,40906,49829,2,75903,92843,4109,2655.09947,802245,65,66.47,8.91,100,NA
2024-2025,Nov,29,TAMIL NADU,2905,VELLORE,2920768,255.394479547338,30,1509,3115.67570826801,3039,0,5696,3289694,823228,38258,54620,4566,575.06894,12092.441518268,107782,114080,132896,155064,34,144447,182780,8735,8401.69687,2914979,73,41.2,41.3,99.71,NA
2024-2025,Nov,29,TAMIL NADU,2907,SALEM,6229828,271.276846620134,25,3335,9127.430068154,8416,0,13088,6179579,1090673,83587,502256,30951,759.55057,26650.747683754,244651,260098,352679,433838,213,430494,520194,21504,16763.7670456,5490779,58,14.44,58.94,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2910,ERODE,2732041,279.815391950281,32,1771,4057.308656762,4606,0,7251,2965172,776216,48366,33540,3128,530.09089,12884.407200562,92415,95854,147084,170383,380,188942,220639,11857,8297.0076538,2559638,73,49.9,24.87,99.89,NA
2024-2025,Nov,29,TAMIL NADU,2912,THE NILGIRIS,525722,293.542854589462,37,226,772.211602648,1004,0,1662,671375,197240,13186,55444,3802,213.27901,2956.263952648,17742,18591,34863,44113,86,54913,67020,2666,1970.77334,570472,84,13.99,61.35,99.86,NA
2024-2025,Nov,29,TAMIL NADU,2916,TIRUCHIRAPPALLI,5424817,281.924002885945,29,4923,5942.53882734499,10534,0,9862,7880262,1597913,83692,161715,5143,803.19187,28962.080765645,263551,288011,304450,375840,271,317807,395045,20396,22216.3500683,6887468,66,50.89,22.46,99.94,NA
2024-2025,Nov,29,TAMIL NADU,2917,KARUR,2568064,283.401106488411,26,1401,3163.872322024,2773,0,3808,2353843,492146,37903,348,27,406.58458,10241.274009024,88684,94334,128692,159583,190,141382,175089,6581,6670.817107,2058133,76,73.91,8.55,99.86,NA
2024-2025,Nov,29,TAMIL NADU,2922,DINDIGUL,5807824,276.86232614494,29,3298,14944.664717967,6866,0,14248,5549594,1188154,85003,3113,372,759.48904,31068.888797967,191204,204512,287672,346580,296,310354,370635,21114,15364.73504,4789593,68,43.66,20.07,99.88,NA
2024-2025,Nov,29,TAMIL NADU,2924,VIRUDHUNAGAR,4382195,271.707692938808,36,3766,11723.5545337,3719,0,4579,6142971,1692741,78386,2004,126,822.66571,29237.1450257,170159,182917,221468,270595,632,244457,295229,8298,16690.924782,5345549,30,21.02,50.27,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2930,KRISHNAGIRI,5218154,292.273326476179,30,2724,5069.98510285098,9441,0,9893,6296101,843598,39806,55912,2869,736.43019,24208.239123851,208054,218147,259046,289594,264,293215,330084,19334,18401.823831,5752172,81,45.42,36.6,99.97,NA
2024-2025,Nov,29,TAMIL NADU,2901,KANCHIPURAM,3159197,274.446680864417,31,1188,4382.78360246,3926,0,3609,3110352,1160499,57715,59973,2532,664.28836,13583.32978966,100253,105146,129070,157147,75,139844,175692,7535,8536.2578272,2717782,54,7.83,71.52,100,NA
2024-2025,Nov,29,TAMIL NADU,2902,TIRUVALLUR,6187873,269.252301969596,30,2812,6429.848326993,6731,0,9526,6791697,2513611,119241,211695,8542,1252.10508,25968.753922293,225225,232299,265610,311295,17,305953,371474,16257,18286.8005153,6181585,42,18.35,63.57,100,NA
2024-2025,Nov,29,TAMIL NADU,2906,TIRUVANNAMALAI,11253995,225.500761217812,28,15723,8246.17934605,8952,0,10562,12556682,2862250,151230,498063,28149,1750.91546,38312.50829975,442530,483374,516983,659719,675,537553,681592,19514,28315.4134937,10459109,60,14.88,69.79,100,NA
2024-2025,Nov,29,TAMIL NADU,2915,TIRUVARUR,3776373,248.011757126732,18,1859,2932.860451336,4849,0,6809,2421271,1222730,144919,221,41,738.88231,9676.779513236,133664,163123,181420,271318,23,194089,285987,11658,6005.0367519,1894152,62,60.05,7.17,100,NA
2024-2025,Nov,29,TAMIL NADU,2919,PUDUKKOTTAI,6290466,274.42123447766,29,1709,8065.687214667,7868,0,10077,7445076,1383477,83779,122,4,951.60977,29448.166451667,249919,270803,298542,430964,42,332454,474901,17945,20430.869467,6693240,48,34.94,42.15,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2927,THOOTHUKKUDI,3099421,277.388236444065,34,1929,3246.804337996,2190,0,4101,4194565,1371887,59732,1910,179,791.49168,15673.525897996,122726,130516,152954,180066,201,169093,209138,6291,11635.22988,3703117,27,23.33,58.97,100,NA
2024-2025,Nov,29,TAMIL NADU,2931,ARIYALUR,3555982,270.869954643073,27,1679,2127.524755959,4405,0,4066,4553439,970326,57045,57774,3041,322.2888,14783.711709959,163442,202717,181643,255735,23,190748,265672,8471,12333.898154,3638157,61,63.82,21.63,100,NA
2024-2025,Nov,29,TAMIL NADU,2932,TIRUPPUR,2766904,279.853640762251,36,600,6920.11486781901,5273,0,4769,3235523,1165521,65413,5034,262,463.27084,16438.114621019,89360,93178,143287,168717,258,176821,227269,10042,9054.7289132,2810699,66,57.8,18.54,100,NA
2024-2025,Nov,29,TAMIL NADU,2933,CHENGALPATTU,4730540,275.779396673764,29,3300,3558.89213494,5485,0,7404,4412074,1849843,105668,95124,4328,671.4227,16397.90589294,150923,158572,198618,242922,64,218127,277498,12889,12167.591058,3877852,54,13.26,73.02,99.98,NA
2024-2025,Nov,29,TAMIL NADU,2934,Ranipet,3026927,274.489464864101,35,1938,3035.477246432,3440,0,4767,4888291,1245743,55260,50957,2211,468.14373,16921.464783332,139389,151369,158772,219754,39,181147,245833,8207,13417.8438069,4412018,57,33.14,50.31,100,NA
2024-2025,Nov,29,TAMIL NADU,2936,TENKASI,2709601,282.361385496062,24,1636,3029.807845171,3889,0,3640,2388372,714329,63594,638,76,410.91798,10184.566095171,99074,111633,142297,192773,51,162550,215666,7529,6743.84027,1947932,55,22.46,50.76,100,NA
2024-2025,Nov,29,TAMIL NADU,2938,MAYILADUTHURAI,3395569,283.486189126189,27,1253,3435.38464570001,5581,0,6436,3787651,1671389,106687,3908,272,458.69784,14631.549963,140139,192160,153693,233121,74,160294,240505,12017,10737.4674773,2890382,66,32.13,27.52,100,NA
2024-2025,Nov,29,TAMIL NADU,2909,DHARMAPURI,5228992,262.573732365066,23,1973,6937.48407456601,5629,0,8919,4239738,549780,38199,171576,8413,669.13593,18739.058313666,181819,191986,242041,276385,109,274396,310950,14548,11132.4383091,3936576,72,28.96,42.41,99.92,NA
2024-2025,Nov,29,TAMIL NADU,2918,PERAMBALUR,2510476,263.460112171582,20,1243,1552.828868741,1513,0,2756,2041337,604993,55602,9151,508,244.0481,7174.985718741,98427,111271,124340,175901,11,141435,195170,4269,5378.10875,1740039,59,32.51,46.74,100,NA
2024-2025,Nov,29,TAMIL NADU,2919,PUDUKKOTTAI,6290466,268.564521420311,30,1716,8065.687214667,7876,0,10123,7661420,1419369,83785,124,4,951.60977,29593.152941667,250659,271728,298587,431014,71,332453,474906,17999,20575.855957,6888832,49,35.44,41.85,99.95,NA
2024-2025,Nov,29,TAMIL NADU,2922,DINDIGUL,5807824,280.798412334869,29,3317,14944.664717967,6899,0,14407,5654215,1210092,85014,3130,372,759.48904,31581.099707967,192312,205886,287728,346649,304,310382,370676,21306,15876.94595,4878822,68,43.84,20.15,99.96,NA
2024-2025,Nov,29,TAMIL NADU,2925,SIVAGANGAI,4001742,278.836349268289,34,2225,10461.505372959,9056,0,7905,5407190,1058234,46400,427,19,792.11857,26330.835136959,155317,163742,189723,224401,87,200991,236675,16961,15077.211194,4922794,55,62.39,9.12,99.97,NA
2024-2025,Nov,29,TAMIL NADU,2931,ARIYALUR,3555982,266.373786247221,28,1682,2127.524755959,4451,0,4103,4644356,991853,57069,59043,3045,322.2888,14821.160479959,163676,203147,181705,255859,24,190810,265795,8554,12371.346924,3711777,62,64.14,21.34,99.94,NA
2024-2025,Nov,29,TAMIL NADU,2936,TENKASI,2709601,282.604542561353,24,1646,3029.807845171,3901,0,3697,2449323,731590,63599,654,76,411.06887,10362.774775171,99770,112503,142344,192825,58,162580,215698,7598,6921.89806,1998542,55,22.6,50.99,99.98,NA
2024-2025,Nov,29,TAMIL NADU,2905,VELLORE,2920768,261.574070735442,31,1509,3172.96136826801,3082,0,5715,3350230,840223,38278,57749,4573,586.88997,12523.184328268,108046,114410,132955,155139,36,144498,182845,8797,8763.33299,2967777,73,41.34,41.31,99.9,NA
2024-2025,Nov,29,TAMIL NADU,2906,TIRUVANNAMALAI,11253995,229.298790042369,30,15895,8316.57106605,9049,0,10673,13522895,3085126,151313,526286,28201,1750.91546,41075.32113975,449191,492075,517379,660320,859,537681,681913,19722,31007.8346137,11270059,60,17.74,67.36,99.98,NA
2024-2025,Nov,29,TAMIL NADU,2908,NAMAKKAL,3441019,291.25667892485,38,3244,5186.627881926,5549,0,8499,5486675,1480913,65508,426270,20885,721.51606,21888.451330326,142848,153316,187462,232714,273,217873,272721,14048,15980.3073884,4856838,67,24.33,54.42,100,NA
2024-2025,Nov,29,TAMIL NADU,2912,THE NILGIRIS,525722,299.805402939135,37,227,774.367252648,1014,0,1748,681629,200636,13210,56366,3802,213.27901,3031.206832648,17965,18853,34904,44166,90,54972,67088,2762,2043.56057,578972,84,14.1,61.25,99.93,NA
2024-2025,Nov,29,TAMIL NADU,2916,TIRUCHIRAPPALLI,5424817,289.015310782519,30,4932,5970.03333494498,11136,0,9374,7959151,1613691,83695,161743,5143,803.19187,29776.390203245,263822,288397,304467,375882,277,317963,395218,20510,23003.1649983,6957019,66,50.51,22.6,100,NA
2024-2025,Nov,29,TAMIL NADU,2917,KARUR,2568064,289.82793921244,26,1405,3173.164212024,2886,0,3721,2369827,494478,37907,348,27,406.58458,10448.169549024,88828,94501,128697,159593,193,141404,175117,6607,6868.420757,2072373,76,73.98,8.53,99.9,NA
2024-2025,Nov,29,TAMIL NADU,2925,SIVAGANGAI,4001742,282.636844952541,34,2227,10542.599254859,9200,0,7771,5423462,1060037,46403,427,19,813.72011,26685.021248859,155357,163791,189750,224432,91,201005,236691,16971,15328.701884,4937685,55,62.06,9.07,99.99,NA
2024-2025,Nov,29,TAMIL NADU,2933,CHENGALPATTU,4730540,278.641901160038,30,3308,3591.32229494,5530,0,7455,4550022,1898534,105682,97835,4329,676.80054,16946.39063894,151317,159035,198671,242975,73,218181,277549,12985,12678.267804,3998811,55,13.04,73.32,99.97,NA
2024-2025,Dec,29,TAMIL NADU,2906,TIRUVANNAMALAI,11984096,223.306685557655,32,15989,8327.97351605,9204,0,10992,14659371,3356422,151379,551229,28223,1942.2441,43005.57311975,454032,498985,517596,660682,1257,537824,682203,20196,32735.3555037,12226155,60,21.11,64.59,99.98,NA
2024-2025,Dec,29,TAMIL NADU,2908,NAMAKKAL,3664254,291.481174259552,40,3274,5197.627565626,5728,0,8725,5798718,1567139,65568,436867,20891,794.86525,22894.664134026,144449,155223,187738,233031,416,217883,272731,14453,16902.1713184,5133769,67,25.06,53.93,100,NA
2024-2025,Dec,29,TAMIL NADU,2910,ERODE,2909282,288.849383986021,33,1792,4080.345526762,4836,0,7769,3196145,837878,48432,36975,3131,589.03038,13901.421050562,94146,97735,147367,170728,458,189263,221026,12605,9232.0451438,2758475,72,48.87,26.35,100,NA
2024-2025,Dec,29,TAMIL NADU,2912,THE NILGIRIS,559828,302.841089674004,38,232,774.367252648,1018,0,1940,714856,209454,13266,58198,3807,235.10806,3174.353012648,18377,19327,35022,44315,113,55000,67131,2958,2164.8777,607347,85,14.26,61.1,100,NA
2024-2025,Dec,29,TAMIL NADU,2932,TIRUPPUR,2946406,286.354955204962,38,608,6963.02949781901,5938,0,4552,3550170,1280064,65464,5387,262,531.03948,17660.156691019,91101,95088,143528,168989,359,176966,227443,10490,10166.0877132,3086681,67,58.57,18.52,100,NA
2024-2025,Nov,29,TAMIL NADU,2916,TIRUCHIRAPPALLI,5424817,284.0138631306,30,4942,5970.03333494498,11177,0,9650,8144757,1657381,83705,165955,5144,803.19187,29905.464203245,264292,289137,304528,375945,317,318020,395278,20827,23132.2389983,7116955,65,50.78,22.68,100,NA
2024-2025,Nov,29,TAMIL NADU,2924,VIRUDHUNAGAR,4382195,271.785531160881,36,3779,11753.6775537,3843,0,4927,6307251,1740386,78438,2046,126,848.39929,29744.2724757,170940,183868,221671,270855,734,244628,295456,8770,17142.195632,5489624,30,20.84,50.42,100,NA
2024-2025,Nov,29,TAMIL NADU,2933,CHENGALPATTU,4730540,277.154835869346,30,3310,3591.32229494,5549,0,7493,4597374,1920689,105770,98616,4331,676.80054,17009.96719894,151504,159251,198800,243187,89,218368,277840,13042,12741.844364,4040504,55,13.04,73.35,99.97,NA
